0,0
0.00010001,0.133842604
0.00020002,0.26766944
0.00030003,0.401464743
0.00040004,0.535212752
0.00050005,0.668897713
0.00060006,0.802503881
0.00070007,0.93601552
0.00080008,1.069416909
0.00090009,1.202692341
0.0010001,1.335826129
0.00110011,1.468802603
0.00120012,1.601606116
0.00130013,1.734221045
0.00140014,1.866631792
0.00150015,1.99882279
0.00160016,2.1307785
0.00170017,2.262483417
0.00180018,2.393922071
0.00190019,2.525079028
0.0020002,2.655938894
0.00210021,2.786486315
0.00220022,2.916705982
0.00230023,3.046582631
0.00240024,3.176101045
0.00250025,3.305246058
0.00260026,3.434002554
0.00270027,3.562355473
0.00280028,3.690289809
0.00290029,3.817790617
0.0030003,3.944843008
0.00310031,4.07143216
0.00320032,4.197543311
0.00330033,4.323161768
0.00340034,4.448272906
0.00350035,4.57286217
0.00360036,4.696915076
0.00370037,4.820417218
0.00380038,4.943354263
0.00390039,5.065711957
0.0040004,5.187476129
0.00410041,5.308632686
0.00420042,5.429167623
0.00430043,5.549067019
0.00440044,5.668317042
0.00450045,5.78690395
0.00460046,5.904814093
0.00470047,6.022033914
0.00480048,6.138549951
0.00490049,6.254348843
0.0050005,6.369417324
0.00510051,6.483742232
0.00520052,6.597310507
0.00530053,6.710109193
0.00540054,6.822125442
0.00550055,6.933346514
0.00560056,7.043759777
0.00570057,7.153352715
0.00580058,7.26211292
0.00590059,7.370028104
0.0060006,7.477086092
0.00610061,7.583274832
0.00620062,7.688582387
0.00630063,7.792996945
0.00640064,7.896506818
0.00650065,7.999100439
0.00660066,8.100766373
0.00670067,8.201493308
0.00680068,8.301270066
0.00690069,8.400085596
0.0070007,8.497928982
0.00710071,8.594789443
0.00720072,8.690656332
0.00730073,8.785519138
0.00740074,8.879367491
0.00750075,8.97219116
0.00760076,9.063980053
0.00770077,9.154724224
0.00780078,9.244413869
0.00790079,9.333039329
0.0080008,9.420591091
0.00810081,9.507059792
0.00820082,9.592436216
0.00830083,9.676711299
0.00840084,9.759876125
0.00850085,9.841921935
0.00860086,9.92284012
0.00870087,10.00262223
0.00880088,10.08125997
0.00890089,10.15874519
0.0090009,10.23506992
0.00910091,10.31022633
0.00920092,10.38420677
0.00930093,10.45700373
0.00940094,10.52860987
0.00950095,10.59901803
0.00960096,10.66822118
